arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.2,17,full_rules_continuous,300,6.061858222443343,5.630346491964104,12.22722164638059,2.60475151337671,7.331884649750341,1.2466666666666666,1.0039768892594512,0.18517760495155053
0.2,18,fifo_mixed_window,300,5.104228609680438,4.924247315542061,9.995361249699174,1.3753602496011317,4.672461528214833,1.62,1.0306244765198773,0.19371373516368487
0.2,18,lane_split_window,300,5.349748779532983,4.816454622766926,10.924194191456037,1.9812228249455526,6.148180211176307,1.44,1.020053612740769,0.1933566752391914
0.2,18,length_similarity_window,300,5.295693968828652,4.816539427425951,10.594619581357223,2.030849136288132,6.045464585432128,1.3133333333333332,1.0045182807810185,0.1933566752391914
0.2,18,full_rules_continuous,300,5.466481045029742,4.8519325662806665,11.183577605876216,2.237012616826458,7.171535980977891,1.2666666666666666,1.0039148326915335,0.1933566752391914
0.2,19,fifo_mixed_window,300,5.929272650031156,6.129788234562767,11.069405405636246,1.6649433801531675,4.793149925664269,1.8133333333333332,1.0373919738579673,0.2071146142834122
0.2,19,lane_split_window,300,5.933288256709987,5.879006817615533,11.027749769512559,2.3487293386761574,6.782869914203156,1.4866666666666666,1.019866923223285,0.2071146142834122
0.2,19,length_similarity_window,300,6.028665007138695,6.192668523597376,11.248715828684784,2.4579265115811997,6.818156251405412,1.2933333333333332,1.0048563744117416,0.2071146142834122
0.2,19,full_rules_continuous,300,6.146374630015282,6.229986674215695,11.38257904338393,2.657344605551551,7.342410423566867,1.2466666666666666,1.003744266007615,0.2071146142834122
0.2,20,fifo_mixed_window,300,5.387077937152914,5.04939237571854,10.432146182897645,1.4256292847688121,4.512707958919844,1.5466666666666666,1.0299700747988039,0.19576787821920658
